Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,FunctionalGroup,Species,Classification STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,,,2.360387377,5.625,,,12.0586365,7,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,24.66666667,,,48.38870392,21.25,,,54.48918635,6,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,,,2.360387377,21.25,,,54.48918635,7,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,2.75,,,3.615443067,2.5,,,2.725540575,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.625,,,1.187734939,2.5,,,2.725540575,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,2.75,,,3.615443067,37.375,,,101.281697,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.625,,,1.187734939,37.375,,,101.281697,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.285714286,,,8.380817098,2.75,,,3.615443067,7,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,0.755928946,0.625,,,1.187734939,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.5,,,9.365590516,2.5,,,2.725540575,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,3.125,,,6.151364541,37.375,,,101.281697,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.285714286,,,8.380817098,24.66666667,,,48.38870392,7,6,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,0.755928946,1.714285714,,,2.360387377,8,7,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.5,,,9.365590516,5.625,,,12.0586365,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,3.125,,,6.151364541,21.25,,,54.48918635,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.857142857,,,1.069044968,0,,,0,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,2.445841953,0,,,0,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.857142857,,,1.069044968,0.5,,,0.755928946,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,2.445841953,0.5,,,0.755928946,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,1.224744871,0.125,,,0.353553391,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.428571429,,,0.786795792,0.125,,,0.353553391,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,1.224744871,0.75,,,0.88640526,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.428571429,,,0.786795792,0.75,,,0.88640526,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,,,0.707106781,0,,,0,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.375,,,0.744023809,0,,,0,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,,,0.707106781,0.125,,,0.353553391,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.375,,,0.744023809,0.125,,,0.353553391,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.857142857,,,1.069044968,0.25,,,0.707106781,7,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,2.445841953,0.375,,,0.744023809,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,0.755928946,0.125,,,0.353553391,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.857142857,,,1.069044968,0.5,,,1.224744871,7,6,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,2.445841953,0.428571429,,,0.786795792,8,7,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,0.755928946,0.75,,,0.88640526,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0.125,,,0.353553391,8,8,Abundance,Invertebrates,Bryozoans,Conopeum,NIS,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,13.57142857,,,4.429339411,4.125,,,2.167124494,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.125,,,2.167124494,4.125,,,2.167124494,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,13.57142857,,,4.429339411,16,,,8.280786712,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.125,,,2.167124494,16,,,8.280786712,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,21.83333333,,,17.31377101,17.875,,,22.88129305,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.42857143,,,7.892129895,17.875,,,22.88129305,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,21.83333333,,,17.31377101,19.875,,,15.8243709,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.42857143,,,7.892129895,19.875,,,15.8243709,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.75,,,5.625198409,8,,,4.840306956,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.75,,,4.234214382,8,,,4.840306956,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.75,,,5.625198409,14,,,10.37854931,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.75,,,4.234214382,14,,,10.37854931,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.285714286,,,0.487950036,0,,,0,7,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,,,0.46291005,0.875,,,1.356202682,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0.25,,,0.707106781,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.285714286,,,0.487950036,0.25,,,0.707106781,7,6,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0.125,,,0.353553391,8,7,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,,,0.46291005,0.125,,,0.353553391,8,8,Abundance,Invertebrates,Polychaetes,Pomatoceros,N,0.0121,0.001936,,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Beania magellanica,N,0.0225,0.0169,,Fixed,Floating,,,Y,Exp2,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,1.875,,,1.307281291,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Beania magellanica,N,0.0225,0.0169,,Fixed,Floating,,,Y,Exp2,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,3.4375,,,3.00552876,0,,,0,5,5,PercentageCover,Invertebrates,Bryozoans,Beania magellanica,N,0.0225,0.0169,,Fixed,Floating,,,Y,Exp3,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.260416667,,,0.451054898,5.625,,,5.882765812,3,5,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,0.0225,0.0169,,Fixed,Floating,,,Y,Exp1,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0,,,0,5,,,4.739297153,5,5,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,0.0225,0.0169,,Fixed,Floating,,,Y,Exp1,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,,
Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.3125,,,0.427908248,7.34375,,,5.913809646,5,5,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,0.0225,0.0169,,Fixed,Floating,,,Y,Exp2,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,,
