,Effect_ID,Study,Author,Year,Journal,Study.on.NIS.,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification.STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End..Y.N.,Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year..start.,Month..start.,Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded.Unshaded,Shading.held.constant,Source.of.data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3,Study_Experiment,Study_Location,Study_Experiment_Duration,Feature_Classification,Feature_TaxonomicGroup,TaxonomicGroup_Classification,Feature_TaxonomicGroup_Classification,Exp_ID,num_instances,Feature_Study,Feature_Study_Location,Feature_Study_Experiment_Duration,Feature_Species,Feature_Species_Classification,unique_types,reducedReplicatesControl,reducedReplicatesTreatment,yi,vi,Phylogeny
1109,868,Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.0058,NA,NA,0.014,3.125,NA,NA,2.470529422,3,5,PercentageCover,Invertebrates,Bivalves,Mytilus galloprovincialis,NIS,0.0225,0.0169,NA,Fixed,Floating,,,Y,Exp1,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 1,,,Glasby and Connell_2001_Exp1,Glasby and Connell_2001_Sydney Harbour,Glasby and Connell_2001_Exp1_7 months,Movement_NIS,Movement_Bivalves,Bivalves_NIS,Movement_Bivalves_NIS,386,2,Movement_Glasby and Connell_2001,Movement_Glasby and Connell_2001_Sydney Harbour,Movement_Glasby and Connell_2001_Exp1_7 months,Movement_Mytilus galloprovincialis,Movement_Mytilus galloprovincialis_NIS,1,3,5,3.149925217,5.174717804,Mytilus galloprovincialis
1485,1444,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,8.33,NA,2.89,5.005626834,3,3,PercentageCover,Invertebrates,Bryozoans,Schizomavella linearis,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,142 days,142,20.28571429,4.668488035,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_142 days,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,604,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_142 days,Orientation_Schizomavella linearis,Orientation_Schizomavella linearis_N,1,3,3,3.649198717,5.174505965,Schizomavella linearis
1627,1627,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,19.33333333,NA,NA,11.01514109,0.0058,NA,NA,0.014,3,3,PercentageCover,Algae,Algae,Polysiphonia urceolata,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 4,,Becker et al_2020/2021_Exp4,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp4_12 months,Orientation_N,Orientation_Algae,Algae_N,Orientation_Algae_N,77,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp4_12 months,Orientation_Polysiphonia urceolata,Orientation_Polysiphonia urceolata_N,1,3,3,-4.090640003,5.168326005,Polysiphonia urceolata
1462,1421,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,16,NA,5.29,9.162548772,3,3,PercentageCover,Invertebrates,Hydrozoans,Ectopleura larynx,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,142 days,142,20.28571429,4.668488035,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,Tubularia larynx in paper,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_142 days,Orientation_N,Orientation_Hydrozoans,Hydrozoans_N,Orientation_Hydrozoans_N,589,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_142 days,Orientation_Ectopleura larynx,Orientation_Ectopleura larynx_N,1,3,3,3.989618785,5.162899583,Ectopleura larynx
1606,1606,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,8.333333333,NA,NA,14.43375673,0.666666667,NA,NA,1.154700538,3,3,PercentageCover,Algae,Algae,Polysiphonia elongata,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 3,,Becker et al_2020/2021_Exp3,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp3_12 months,Orientation_N,Orientation_Algae,Algae_N,Orientation_Algae_N,59,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp3_12 months,Orientation_Polysiphonia elongata,Orientation_Polysiphonia elongata_N,1,3,3,-1.27608438,5.1613761,Polysiphonia elongata
1211,985,Chase_2015,Chase,2015,Thesis,Y,0.0058,NA,0,0.014,6.8,NA,2.310844,5.660388675,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,N,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",12 weeks,84,12,2.761642625,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_12 weeks,Substrate_N,Substrate_Ascidians,Ascidians_N,Substrate_Ascidians_N,121,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_12 weeks,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_N,1,3,6,3.545027318,5.158174117,Botryllus schlosseri
1910,1910,Lee_2018,Lee,2018,Thesis,Y,1.666666667,NA,NA,3.204163958,3.666666667,NA,NA,8.016649342,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp2,Lee_2018_North Haven Harbour,Lee_2018_Exp2_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,745,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp2_9 weeks,Substrate_Schizoporella errata,Substrate_Schizoporella errata_NIS,1,3,6,0.397628742,5.156830579,Schizoporella errata
1217,991,Chase_2015,Chase,2015,Thesis,Y,0.0058,NA,0,0.014,7,NA,2.3664319,5.796550666,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,N,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",16 weeks,112,16,3.682190167,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_16 weeks,Substrate_N,Substrate_Ascidians,Ascidians_N,Substrate_Ascidians_N,123,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_16 weeks,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_N,1,3,6,3.559872311,5.155465931,Botryllus schlosseri
1350,1287,Tyrell and Byers_2007,Tyrell and Byers,2007,Journal of Experimental Marine Biology and Ecology,Y,17.4054,31.7838,14.3784,24.90411933,25.7297,37.4595,11.7298,23.4596,3,4,PercentageCover,Invertebrates,Ascidians,Botrylloides violaceus,NIS,0.01,0.0068,NA,Rock,Polymer,3m,3,Y,Exp1,"Wells, Maine",5 months,152.0835,21.7262,5,2004,May,43.3222° N,70.5805° W,USA,Substrate,,downfacing,floating,,,,Figure 4a,Slate,Styrofoam,,,,,Tyrell and Byers_2007_Exp1,"Tyrell and Byers_2007_Wells, Maine",Tyrell and Byers_2007_Exp1_5 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,955,12,Substrate_Tyrell and Byers_2007,"Substrate_Tyrell and Byers_2007_Wells, Maine",Substrate_Tyrell and Byers_2007_Exp1_5 months,Substrate_Botrylloides violaceus,Substrate_Botrylloides violaceus_NIS,2,1.5,2,0.211992669,5.154375122,Botrylloides violaceus
1588,1588,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,0.0058,NA,NA,0.014,2.666666667,NA,NA,1.527525232,3,3,PercentageCover,Invertebrates,Bryozoans,Plagioecia,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 4,,Becker et al_2020/2021_Exp4,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp4_12 months,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,74,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp4_12 months,Orientation_Plagioecia patina,Orientation_Plagioecia patina_N,1,3,3,3.069842192,5.133937001,Plagioecia
1609,1609,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,5,NA,NA,8.660254038,1.666666667,NA,NA,2.886751346,3,3,PercentageCover,Algae,Algae,Polysiphonia elongata,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 4,,Becker et al_2020/2021_Exp4,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp4_12 months,Orientation_N,Orientation_Algae,Algae_N,Orientation_Algae_N,76,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp4_12 months,Orientation_Polysiphonia elongata,Orientation_Polysiphonia elongata_N,1,3,3,-0.555001698,5.115470679,Polysiphonia elongata
1524,1524,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,1.333333333,NA,NA,2.309401077,5,NA,NA,8.660254038,3,3,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,,Becker et al_2020/2021_Exp5,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp5_12 months,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,84,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp5_12 months,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_N,1,3,3,0.667135218,5.109761859,Botryllus schlosseri
1456,1415,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,3.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Barnacles,Balanus crenatus,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,202 days,202,28.85714286,6.641088613,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_202 days,Orientation_N,Orientation_Barnacles,Barnacles_N,Orientation_Barnacles_N,560,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_202 days,Orientation_Balanus crenatus,Orientation_Balanus crenatus_N,1,3,3,3.231235528,5.107203022,Balanus crenatus
1319,1093,Chase_2015,Chase,2015,Thesis,Y,0.0058,NA,0,0.014,1,NA,0.31622777,0.774596679,6,6,PercentageCover,Invertebrates,Poriferans,Halichondria panicea,N,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",18 weeks,126,18,4.142463938,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,misspelled in paper as H. panacea,Original dataset,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_18 weeks,Substrate_N,Substrate_Poriferans,Poriferans_N,Substrate_Poriferans_N,141,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_18 weeks,Substrate_Halichondria panicea,Substrate_Halichondria panicea_N,1,3,6,2.576611826,5.107200521,Halichondria panicea
626,1314,Urh_2017,Urh,2017,Thesis,N,0.0015,NA,NA,0.003831025,0.0015,NA,NA,0.004071878,4,4,Abundance,Invertebrates,Bivalves,Mytilus edulis,N,0.0196,0.0196,0.0196,Rock,Polymer,1.2 m,1.2,Y,Exp1,"East Boston Shipyard and Marina located in Boston, Massachusetts",20 weeks,140,20,4.602737708,2016,July,42° 21' 49.2' N,71° 02' 03.0' W,USA,Substrate,,downfacing,floating,,,,Table 3,Slate,Fibreglass,,,,,Urh_2017_Exp1,"Urh_2017_East Boston Shipyard and Marina located in Boston, Massachusetts",Urh_2017_Exp1_20 weeks,Substrate_N,Substrate_Bivalves,Bivalves_N,Substrate_Bivalves_N,963,3,Substrate_Urh_2017,"Substrate_Urh_2017_East Boston Shipyard and Marina located in Boston, Massachusetts",Substrate_Urh_2017_Exp1_20 weeks,Substrate_Mytilus edulis,Substrate_Mytilus edulis_N,1,2,4,0,5.103744116,Mytilus edulis
627,1315,Urh_2017,Urh,2017,Thesis,N,0.0015,NA,NA,0.003831025,0.0015,NA,NA,0.004071878,4,4,Abundance,Invertebrates,Bivalves,Mytilus edulis,N,0.0196,0.0196,0.0196,Rock,Concrete,1.2 m,1.2,Y,Exp1,"East Boston Shipyard and Marina located in Boston, Massachusetts",20 weeks,140,20,4.602737708,2016,July,42° 21' 49.2' N,71° 02' 03.0' W,USA,Substrate,,downfacing,floating,,,,Table 3,Slate,Concrete,,,,,Urh_2017_Exp1,"Urh_2017_East Boston Shipyard and Marina located in Boston, Massachusetts",Urh_2017_Exp1_20 weeks,Substrate_N,Substrate_Bivalves,Bivalves_N,Substrate_Bivalves_N,963,3,Substrate_Urh_2017,"Substrate_Urh_2017_East Boston Shipyard and Marina located in Boston, Massachusetts",Substrate_Urh_2017_Exp1_20 weeks,Substrate_Mytilus edulis,Substrate_Mytilus edulis_N,1,2,4,0,5.103744116,Mytilus edulis
630,1318,Urh_2017,Urh,2017,Thesis,N,0.0015,NA,NA,0.003831025,0.0015,NA,NA,0.004071878,4,4,Abundance,Invertebrates,Anthozoans,Metridium dianthus,N,0.0196,0.0196,0.0196,Rock,Concrete,1.2 m,1.2,Y,Exp1,"East Boston Shipyard and Marina located in Boston, Massachusetts",20 weeks,140,20,4.602737708,2016,July,42° 21' 49.2' N,71° 02' 03.0' W,USA,Substrate,,downfacing,floating,,,,Table 3,Slate,Concrete,,,,,Urh_2017_Exp1,"Urh_2017_East Boston Shipyard and Marina located in Boston, Massachusetts",Urh_2017_Exp1_20 weeks,Substrate_N,Substrate_Anthozoans,Anthozoans_N,Substrate_Anthozoans_N,962,3,Substrate_Urh_2017,"Substrate_Urh_2017_East Boston Shipyard and Marina located in Boston, Massachusetts",Substrate_Urh_2017_Exp1_20 weeks,Substrate_Metridium senile,Substrate_Metridium senile_N,1,2,4,0,5.103744116,Metridium dianthus
2014,2014,Lee_2018,Lee,2018,Thesis,Y,1.333333333,NA,NA,2.338090389,1,NA,NA,2.449489743,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp3,Lee_2018_North Haven Harbour,Lee_2018_Exp3_9 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,753,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp3_9 weeks,Substrate_Diplosoma,Substrate_Diplosoma_NIS,1,3,6,-0.144401391,5.102372702,Diplosoma (genus in Bilateria)
1412,1371,Rico et al._2012,Rico et al.,2012,Helgoland Marine Research,N,0.0058,NA,0,0.014,7.8,NA,5.8,11.6,4,4,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,400cm2,100cm2,NA,upfacing,downfacing,4m,4,N,Exp1,Comodoro Rivadavia harbour,6 months,182.5002,26.07144,6,2004,January,"45°51'35""S","67°27'23""W",Argentina,Orientation,Polyethylene,,Fixed,Yes,Unshaded,No,Supplementary,,,Orientation_updown,,,,Rico et al._2012_Exp1,Rico et al._2012_Comodoro Rivadavia harbour,Rico et al._2012_Exp1_6 months,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,862,1,Orientation_Rico et al._2012,Orientation_Rico et al._2012_Comodoro Rivadavia harbour,Orientation_Rico et al._2012_Exp1_6 months,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,1,4,4,3.61538953,5.101281986,Botryllus schlosseri
2326,2326,Lee_2018,Lee,2018,Thesis,Y,4.666666667,NA,NA,9.521904571,3.333333333,NA,NA,6.282250128,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp7,Lee_2018_North Haven,Lee_2018_Exp7_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,803,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp7_13 weeks,Substrate_Botrylloides leachii,Substrate_Botrylloides leachii_NIS,1,3,6,-0.170525782,5.09597469,Botrylloides leachii
1794,1794,Lee_2018,Lee,2018,Thesis,Y,0.2,NA,NA,0.447213595,0.083333333,NA,NA,0.204124145,6,5,PercentageCover,Invertebrates,Bryozoans,Amathia (genus in Lophotrochozoa),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp1,Lee_2018_North Haven Harbour,Lee_2018_Exp1_9 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,656,3,Orientation_Lee_2018,Orientation_Lee_2018_North Haven Harbour,Orientation_Lee_2018_Exp1_9 weeks,Orientation_Amathia,Orientation_Amathia_NIS,1,6,5,-0.437929017,5.087784051,Amathia (genus in Lophotrochozoa)
1443,1402,Rico et al._2012,Rico et al.,2012,Helgoland Marine Research,N,0.0058,NA,0,0.014,3.2,NA,2.4,4.8,4,4,PercentageCover,Invertebrates,Bryozoans,Cryptosula pallasiana,NIS,400cm2,100cm2,NA,upfacing,downfacing,4m,4,Y,Exp3,Comodoro Rivadavia harbour,12 months,365.0004,52.14288,12,2004,July,"45°51'35""S","67°27'23""W",Argentina,Orientation,Polyethylene,,Fixed,Yes,Unshaded,No,Supplementary,,,Orientation_updown,,,,Rico et al._2012_Exp3,Rico et al._2012_Comodoro Rivadavia harbour,Rico et al._2012_Exp3_12 months,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,901,1,Orientation_Rico et al._2012,Orientation_Rico et al._2012_Comodoro Rivadavia harbour,Orientation_Rico et al._2012_Exp3_12 months,Orientation_Cryptosula pallasiana,Orientation_Cryptosula pallasiana_NIS,1,4,4,3.161911457,5.078779997,Cryptosula pallasiana
1352,1289,Tyrell and Byers_2007,Tyrell and Byers,2007,Journal of Experimental Marine Biology and Ecology,Y,17.4054,31.7838,14.3784,24.90411933,20.0541,29.1351,9.081,15.72875338,3,3,PercentageCover,Invertebrates,Ascidians,Botrylloides violaceus,NIS,0.01,0.0068,NA,Rock,Metal,3m,3,Y,Exp1,"Wells, Maine",5 months,152.0835,21.7262,5,2004,May,43.3222° N,70.5805° W,USA,Substrate,,downfacing,floating,,,,Figure 4a,Slate,Aluminium,,,,,Tyrell and Byers_2007_Exp1,"Tyrell and Byers_2007_Wells, Maine",Tyrell and Byers_2007_Exp1_5 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,955,12,Substrate_Tyrell and Byers_2007,"Substrate_Tyrell and Byers_2007_Wells, Maine",Substrate_Tyrell and Byers_2007_Exp1_5 months,Substrate_Botrylloides violaceus,Substrate_Botrylloides violaceus_NIS,2,1.5,1.5,0.075960008,5.075206782,Botrylloides violaceus
1214,988,Chase_2015,Chase,2015,Thesis,Y,0.0058,NA,0,0.014,7,NA,2,4.898979486,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,N,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",14 weeks,98,14,3.221916396,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_14 weeks,Substrate_N,Substrate_Ascidians,Ascidians_N,Substrate_Ascidians_N,122,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_14 weeks,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_N,1,3,6,3.559872311,5.069766726,Botryllus schlosseri
1852,1852,Lee_2018,Lee,2018,Thesis,Y,1,NA,NA,2.449489743,2.666666667,NA,NA,6.531972647,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp5,Lee_2018_Wirrina Cove,Lee_2018_Exp5_9 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,784,3,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp5_9 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,1,6,6,0.493230366,5.062356808,Diplosoma (genus in Bilateria)
2324,2324,Lee_2018,Lee,2018,Thesis,Y,2.666666667,NA,NA,5.609515725,2.666666667,NA,NA,4.676180778,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp7,Lee_2018_North Haven,Lee_2018_Exp7_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,803,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp7_13 weeks,Substrate_Botrylloides leachii,Substrate_Botrylloides leachii_NIS,1,3,6,0,5.059258185,Botrylloides leachii
985,304,Glasby_2001,Glasby,2001,MEPS,No,1.4,NA,NA,3.130495168,1,NA,NA,2.236067977,5,5,PercentageCover,Algae,Algae,Ecklonia radiata,N,0.0225,0.0169,NA,Fixed,Floating,2.5-3.5m,2.5-3.5,Y,Exp1,"Sydney Harbour, Site 1",204 days,204,29.14285714,6.706846375,1999,April,33.8462° S,151.2489° E,Australia,Movement,Sandstone,Vertical,,Yes,Unshaded,No,"raw data supplied and used, left out averaged where data was lost and adjusted number of replicates",,,,Time 1,,,Glasby_2001_Exp1,"Glasby_2001_Sydney Harbour, Site 1",Glasby_2001_Exp1_204 days,Movement_N,Movement_Algae,Algae_N,Movement_Algae_N,456,1,Movement_Glasby_2001,"Movement_Glasby_2001_Sydney Harbour, Site 1",Movement_Glasby_2001_Exp1_204 days,Movement_Ecklonia radiata,Movement_Ecklonia radiata_N,1,5,5,-0.168908711,5.040449374,Ecklonia radiata
1843,1843,Lee_2018,Lee,2018,Thesis,Y,1.666666667,NA,NA,4.082482905,0.333333333,NA,NA,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp2,Lee_2018_North Haven Harbour,Lee_2018_Exp2_9 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,742,3,Orientation_Lee_2018,Orientation_Lee_2018_North Haven Harbour,Orientation_Lee_2018_Exp2_9 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,1,6,6,-0.806957632,5.033773396,Diplosoma (genus in Bilateria)
